"Country";"Language";"Reach";"Sentiment";"Key Phrases";"Keywords";"Twitter Authority";"Twitter Client";"Twitter Followers";"Twitter Following";"Alternate Date Format";"Time";"State";"City"
"Brazil";"Portuguese";20;"Neutral";;"#UseAmarelo";2;"Twitter for iPhone";20;428;"Jul 21, 2020";11:08 AM;"Pernambuco";"Recife"
"Brazil";"Portuguese";430;"Neutral";;"#UseAmarelo";5;"Twitter Web App";430;703;"Jul 21, 2020";11:06 AM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";30;"Neutral";;"#UseAmarelo";2;"Twitter for Android";30;149;"Jul 21, 2020";11:06 AM;;
"Unknown";"Portuguese";14;"Neutral";;"#UseAmarelo";2;"Twitter for iPad";14;71;"Jul 21, 2020";11:05 AM;;
"Unknown";"Portuguese";19;"Neutral";;"#UseAmarelo";1;"Twitter for Android";19;58;"Jul 21, 2020";10:58 AM;;
"Germany";"Portuguese";18;"Neutral";;"#UseAmarelo";2;"Twitter Web App";18;339;"Jul 21, 2020";10:52 AM;"Brandenburg";
"Unknown";"Portuguese";36;"Neutral";;"#UseAmarelo";3;"Twitter Web App";36;566;"Jul 21, 2020";10:52 AM;;
"Brazil";"Portuguese";208;"Neutral";;"#UseAmarelo";4;"Twitter for iPhone";208;180;"Jul 21, 2020";10:50 AM;"Santa Catarina";"Blumenau"
"United States";"Portuguese";28;"Neutral";;"#UseAmarelo";2;"Twitter for Android";28;207;"Jul 21, 2020";10:49 AM;"New Jersey";"Landing"
"Brazil";"Portuguese";534;"Neutral";;"#UseAmarelo";4;"Twitter for Android";534;798;"Jul 21, 2020";10:49 AM;"Rio Grande do Sul";"Porto Alegre"
"Brazil";"Portuguese";156;"Neutral";;"#UseAmarelo";4;"Twitter for iPhone";156;112;"Jul 21, 2020";10:49 AM;;
"Unknown";"Portuguese";41;"Neutral";;"#UseAmarelo";2;"Twitter Web App";41;99;"Jul 21, 2020";10:44 AM;;
"Unknown";"Portuguese";5611;"Neutral";;"#USEAMARELO";7;"Twitter Web App";5611;6279;"Jul 21, 2020";10:44 AM;;
"Unknown";"Portuguese";5;"Neutral";;"#UseAmarelo";1;"Twitter for Android";5;128;"Jul 21, 2020";10:41 AM;;
"Unknown";"Portuguese";38;"Neutral";;"#UseAmarelo";3;"Twitter Web App";38;139;"Jul 21, 2020";10:40 AM;;
"Brazil";"Portuguese";92;"Neutral";;"#UseAmarelo";3;"Twitter for iPhone";92;129;"Jul 21, 2020";10:40 AM;"Paraná";"Curitiba"
"Brazil";"Portuguese";155;"Neutral";;"#UseAmarelo";4;"Twitter for Android";155;236;"Jul 21, 2020";10:37 AM;"Minas Gerais";"Uberlândia"
"Unknown";"Portuguese";16;"Neutral";;"#UseAmarelo";2;"Twitter for Android";16;226;"Jul 21, 2020";10:36 AM;;
"Unknown";"Portuguese";188;"Neutral";;"#UseAmarelo";4;"Twitter for Android";188;233;"Jul 21, 2020";10:36 AM;;
"Unknown";"Portuguese";403;"Neutral";;"#UseAmarelo";5;"Twitter Web App";403;1105;"Jul 21, 2020";10:36 AM;;
"Unknown";"Portuguese";242;"Neutral";;"#UseAmarelo";5;"Twitter for Android";242;140;"Jul 21, 2020";10:36 AM;;
"Unknown";"Portuguese";8;"Neutral";;"#UseAmarelo";;"Twitter Web App";8;24;"Jul 21, 2020";10:36 AM;;
"Brazil";"Portuguese";448;"Neutral";;"#UseAmarelo";5;"Twitter for Android";448;485;"Jul 21, 2020";10:35 AM;;
"Brazil";"Portuguese";130;"Neutral";;"#UseAmarelo";4;"Twitter Web App";130;492;"Jul 21, 2020";10:35 AM;"Espírito Santo";"Linhares"
"Unknown";"Portuguese";5;"Neutral";;"#UseAmarelo";1;"Twitter Web App";5;54;"Jul 21, 2020";10:35 AM;;
"Unknown";"Portuguese";96;"Neutral";;"#UseAmarelo";3;"Twitter for Android";96;177;"Jul 21, 2020";10:35 AM;;
"Brazil";"Portuguese";53;"Neutral";;"#UseAmarelo";3;"Twitter for iPhone";53;144;"Jul 21, 2020";10:35 AM;"Rio Grande do Sul";"Santo Ângelo"
"United States";"Portuguese";988;"Neutral";;"#UseAmarelo";6;"Twitter for iPhone";988;1712;"Jul 21, 2020";10:35 AM;"New York";"New Rochelle"
"Brazil";"Portuguese";1679;"Neutral";;"#UseAmarelo";6;"Twitter Web App";1679;377;"Jul 21, 2020";10:35 AM;"Rio de Janeiro";"Rio de Janeiro"
"Unknown";"Portuguese";158;"Neutral";;"#UseAmarelo";4;"Twitter for Android";158;36;"Jul 21, 2020";10:35 AM;;
"Unknown";"Portuguese";63;"Neutral";;"#UseAmarelo";3;"Twitter for Android";63;257;"Jul 21, 2020";10:34 AM;;
"Brazil";"Portuguese";255;"Neutral";;"#UseAmarelo";4;"Twitter Web App";255;482;"Jul 21, 2020";10:33 AM;;
"Canada";"Portuguese";130;"Neutral";;"#UseAmarelo";4;"Twitter for iPhone";130;345;"Jul 21, 2020";10:33 AM;"Ontario";"Toronto"
"Unknown";"Portuguese";20;"Neutral";;"#UseAmarelo";2;"Twitter for Android";20;302;"Jul 21, 2020";10:33 AM;;
"United States";"Portuguese";89;"Neutral";;"#UseAmarelo";3;"Twitter Web App";89;154;"Jul 21, 2020";10:33 AM;"Washington, D.C.";"Washington, D.C."
"Unknown";"Portuguese";313;"Neutral";;"#UseAmarelo";5;"Twitter Web App";313;680;"Jul 21, 2020";10:33 AM;;
"Unknown";"Portuguese";1128;"Neutral";;"#UseAmarelo";6;"Twitter for Android";1128;1352;"Jul 21, 2020";10:32 AM;;
"Unknown";"Portuguese";25;"Neutral";;"#UseAmarelo";2;"Twitter Web App";25;699;"Jul 21, 2020";10:32 AM;;
"Brazil";"Portuguese";306;"Neutral";;"#UseAmarelo";5;"Twitter Web App";306;999;"Jul 21, 2020";10:32 AM;"Paraná";"Curitiba"
"Unknown";"Portuguese";1030;"Neutral";;"#UseAmarelo";6;"Twitter for Android";1030;2383;"Jul 21, 2020";10:32 AM;;
"Brazil";"Portuguese";746;"Neutral";;"#UseAmarelo";5;"Twitter Web App";746;963;"Jul 21, 2020";10:31 AM;"Rio Grande do Sul";"Não Me Toque"
"Brazil";"Portuguese";7527537;"Neutral";;"#UseAmarelo";10;"mLabs - Gestão de Redes Sociais";7527537;178253;"Jul 21, 2020";10:31 AM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";1112;"Positive";"recursos do fundo";"#UseAmarelo";6;"Twitter for Android";1112;2461;"Jul 21, 2020";9:41 AM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";423;"Positive";"recursos do fundo";"#UseAmarelo";5;"Twitter for Android";423;729;"Jul 21, 2020";9:36 AM;;
"Brazil";"Portuguese";537;"Negative";"atraso enorme";"#UseAmarelo";5;"Twitter for Android";537;751;"Jul 21, 2020";9:15 AM;"Ceará";"Fortaleza"
"Unknown";"Portuguese";305;"Neutral";;"#useamarelo";5;"Twitter for iPhone";305;1072;"Jul 21, 2020";9:15 AM;;
"Brazil";"Portuguese";304;"Positive";"recursos do fundo";"#UseAmarelo";5;"Twitter Web App";304;1103;"Jul 21, 2020";9:14 AM;"Rio Grande do Sul";
"Brazil";"Portuguese";33;"Positive";"recursos do fundo";"#UseAmarelo";3;"Twitter for Android";33;69;"Jul 21, 2020";9:13 AM;"São Paulo";"Santos"
"United Kingdom";"Portuguese";77;"Positive";"recursos do fundo";"#UseAmarelo";4;"Bot Cotidiano";77;;"Jul 21, 2020";9:11 AM;"England";"Street"
"Brazil";"Portuguese";7527465;"Positive";"recursos do fundo";"#UseAmarelo";10;"mLabs - Gestão de Redes Sociais";7527465;178254;"Jul 21, 2020";9:10 AM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";275;"Neutral";;"#useamarelo";4;"Twitter for Android";275;684;"Jul 21, 2020";9:06 AM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";2140;"Neutral";;"#useamarelo";6;"Twitter Web App";2140;4316;"Jul 21, 2020";8:57 AM;;
"Unknown";"Portuguese";18;"Positive";;"#useamarelo";2;"Twitter Web App";18;73;"Jul 21, 2020";8:16 AM;;
"Brazil";"Portuguese";527;"Negative";"4 meses";"#useamarelo";5;"Twitter for Android";527;309;"Jul 21, 2020";7:15 AM;"Santa Catarina";
"Brazil";"Portuguese";31;"Neutral";;"#useamarelo";2;"Twitter for Android";31;103;"Jul 21, 2020";7:08 AM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";28170;"Neutral";;"#useamarelo";8;"Twitter Web App";28170;25047;"Jul 21, 2020";6:51 AM;;
"Brazil";"Portuguese";29;"Neutral";;"#useamarelo";2;"Twitter for Android";29;162;"Jul 21, 2020";6:39 AM;"Mato Grosso";
"Brazil";"Portuguese";3532;"Neutral";;"#useamarelo";7;"Twitter for Android";3532;1329;"Jul 21, 2020";6:31 AM;"Rio de Janeiro";"Rio de Janeiro"
"Unknown";"Portuguese";361;"Positive";;"#useamarelo";5;"Twitter for iPhone";361;252;"Jul 21, 2020";6:29 AM;;
"Unknown";"Portuguese";118;"Neutral";;"#useamarelo";4;"Twitter for iPhone";118;225;"Jul 21, 2020";6:27 AM;;
"Brazil";"Portuguese";1001;"Neutral";;"#useamarelo";6;"Twitter for Android";1001;2538;"Jul 21, 2020";6:24 AM;"Goiás";"Goiânia"
"Brazil";"Portuguese";121;"Neutral";;"#useamarelo";4;"Twitter for Android";121;630;"Jul 21, 2020";6:21 AM;"Minas Gerais";"Belo Horizonte"
"Brazil";"Portuguese";282;"Neutral";;"#useamarelo";4;"Twitter for Android";282;861;"Jul 21, 2020";6:12 AM;"Paraíba";
"Brazil";"Portuguese";1326;"Neutral";;"#useamarelo";6;"Twitter for iPad";1326;426;"Jul 21, 2020";6:07 AM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";7527444;"Neutral";;"#useamarelo";10;"mLabs - Gestão de Redes Sociais";7527444;178256;"Jul 21, 2020";6:00 AM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";81;"Neutral";"charges do jornal";"#UseAmarelo";3;"Twitter Web App";81;690;"Jul 20, 2020";11:55 PM;;
"Unknown";"Portuguese";4162;"Neutral";"charges do jornal";"#UseAmarelo";7;"Twitter for Android";4162;4040;"Jul 20, 2020";11:41 PM;;
"Unknown";"Portuguese";51;"Neutral";"charges do jornal,eh genial";"#UseAmarelo";3;"Twitter for Android";51;345;"Jul 20, 2020";10:55 PM;;
"Unknown";"Portuguese";100;"Neutral";"charges do jornal,informações corretas,piada boa";"#UseAmarelo";3;"Twitter for Android";100;81;"Jul 20, 2020";4:45 PM;;
"Brazil";"Portuguese";384;"Neutral";"charges do jornal";"#useamarelo";5;"Twitter for iPhone";384;785;"Jul 20, 2020";4:04 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";276;"Neutral";"charges do jornal";"#useamarelo";4;"Twitter for iPhone";276;367;"Jul 20, 2020";3:33 PM;"São Paulo";"São José dos Campos"
"Unknown";"Portuguese";139;"Neutral";"charges do jornal";"#UseAmarelo";4;"Twitter for Android";139;155;"Jul 20, 2020";3:18 PM;;
"Unknown";"Portuguese";285;"Neutral";;"#useamarelo";4;"Twitter for Android";285;635;"Jul 20, 2020";3:13 PM;;
"Brazil";"Portuguese";1533;"Neutral";"charges do jornal";"#useamarelo";6;"Twitter for Android";1533;3167;"Jul 20, 2020";3:03 PM;"Federal District";
"Brazil";"Portuguese";929;"Neutral";"charges do jornal";"#useamarelo";5;"Twitter Web App";929;1805;"Jul 20, 2020";2:56 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";4442;"Neutral";"charges do jornal";"#useamarelo";7;"Twitter Web App";4442;272;"Jul 20, 2020";2:33 PM;"Santa Catarina";"Florianópolis"
"Brazil";"Portuguese";596;"Neutral";"charges do jornal";"#useamarelo";6;"Twitter for Android";596;69;"Jul 20, 2020";2:32 PM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";81;"Neutral";"charges do jornal";"#useamarelo";3;"Twitter for Android";81;198;"Jul 20, 2020";2:31 PM;;
"Unknown";"Portuguese";2036;"Neutral";"democracia brasileira,financiamento de ataques";"#USEAMARELO";7;"Twitter for Android";2036;185;"Jul 20, 2020";2:28 PM;;
"Brazil";"Portuguese";286;"Neutral";"charges do jornal";"#useamarelo";4;"Twitter for Android";286;953;"Jul 20, 2020";2:13 PM;"Rio de Janeiro";"Mangaratiba"
"Brazil";"Portuguese";1;"Neutral";"charges do jornal";"#useamarelo";1;"Twitter for Android";1;18;"Jul 20, 2020";2:02 PM;"Mato Grosso do Sul";"Dourados"
"Brazil";"Portuguese";271;"Neutral";"charges do jornal";"#useamarelo";4;"Twitter for Android";271;347;"Jul 20, 2020";1:50 PM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";285;"Neutral";"charges do jornal";"#useamarelo";4;"Twitter for Android";285;635;"Jul 20, 2020";1:47 PM;;
"Brazil";"Portuguese";220;"Neutral";"charges do jornal";"#useamarelo";4;"Twitter for Android";220;421;"Jul 20, 2020";1:41 PM;"Maranhão";"São Luís"
"Brazil";"Portuguese";31;"Neutral";"charges do jornal";"#useamarelo";3;"Twitter for iPhone";31;45;"Jul 20, 2020";1:40 PM;"Pernambuco";"Recife"
"Unknown";"Portuguese";34;"Neutral";"charges do jornal";"#useamarelo";2;"Twitter for Android";34;192;"Jul 20, 2020";1:38 PM;;
"Brazil";"Portuguese";423;"Neutral";"charges do jornal";"#useamarelo";5;"Twitter Web App";423;450;"Jul 20, 2020";1:38 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";654;"Neutral";"charges do jornal";"#UseAmarelo";5;"Twitter for iPhone";654;1341;"Jul 20, 2020";1:37 PM;"Pará";"São Félix do Xingu"
"Brazil";"Portuguese";275;"Neutral";"charges do jornal";"#useamarelo";4;"Twitter for Android";275;684;"Jul 20, 2020";1:37 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";789;"Neutral";"charges do jornal";"#useamarelo";5;"Twitter for Android";789;1422;"Jul 20, 2020";1:37 PM;;
"Unknown";"Portuguese";556;"Neutral";"charges do jornal";"#useamarelo";5;"Twitter Web App";556;1694;"Jul 20, 2020";1:31 PM;;
"Brazil";"Portuguese";7527133;"Neutral";"charges do jornal";"#useamarelo";10;"mLabs - Gestão de Redes Sociais";7527133;178258;"Jul 20, 2020";1:31 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";189;"Neutral";;"#UseAmarelo";4;"Twitter for Android";189;2038;"Jul 20, 2020";12:57 PM;;
"Unknown";"Portuguese";50;"Positive";"sensação mto positiva";"#UseAmarelo";2;"Twitter for Android";50;51;"Jul 20, 2020";11:34 AM;;
"Brazil";"Portuguese";2279;"Neutral";;"#useamarelo";7;"Alpha-sun";2279;8;"Jul 20, 2020";10:46 AM;;
"Brazil";"Portuguese";375;"Neutral";;"#useamarelo";5;"Twitter Web App";375;2025;"Jul 20, 2020";10:46 AM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";449;"Neutral";;"#UseAmarelo";5;"Twitter Web App";449;552;"Jul 20, 2020";10:40 AM;;
"Brazil";"Portuguese";1540;"Neutral";"curso online gratuito";"#UseAmarelo";6;"Twitter for Android";1540;1662;"Jul 20, 2020";10:18 AM;"Rio de Janeiro";"Rio de Janeiro"
"Brazil";"Portuguese";1;"Neutral";"charges do jornal";"#UseAmarelo";1;"Twitter Web App";1;53;"Jul 20, 2020";9:14 AM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";126;"Positive";"melhor dessa postagem";"#UseAmarelo";3;"Twitter for Android";126;47;"Jul 20, 2020";8:24 AM;"Paraíba";"Campina Grande"
"Brazil";"Portuguese";65;"Neutral";"charges do jornal";"#UseAmarelo";3;"Twitter for Android";65;105;"Jul 20, 2020";7:54 AM;"Mato Grosso";
"Brazil";"Portuguese";267;"Neutral";"charges do jornal";"#UseAmarelo";4;"Twitter Web App";267;827;"Jul 20, 2020";3:40 AM;"Rio de Janeiro";"Rio de Janeiro"
"Brazil";"Portuguese";267;"Positive";"sensação mto positiva";"#UseAmarelo";4;"Twitter Web App";267;827;"Jul 20, 2020";3:33 AM;"Rio de Janeiro";"Rio de Janeiro"
"Brazil";"Portuguese";292;"Neutral";"charges do jornal";"#UseAmarelo";5;"Twitter for Android";292;765;"Jul 20, 2020";2:32 AM;"Rio Grande do Sul";"Porto Alegre"
"Brazil";"Spanish / Castilian";388;"Neutral";"pela democracia";"#useamarelo";5;"Twitter for iPhone";388;410;"Jul 20, 2020";1:17 AM;"Mato Grosso";
"Unknown";"Portuguese";57;"Neutral";;"#UseAmarelo";3;"Twitter for Android";57;364;"Jul 19, 2020";11:46 PM;;
"Brazil";"Portuguese";18;"Neutral";"Padrão Globo de qualidade";"#UseAmarelo";2;"Twitter for Android";18;10;"Jul 19, 2020";10:10 PM;"Mato Grosso";
"Unknown";"Portuguese";27;"Neutral";"charges do jornal";"#UseAmarelo";2;"Twitter Web App";27;68;"Jul 19, 2020";9:59 PM;;
"Brazil";"Portuguese";264;"Positive";"arte dessa";"#UseAmarelo";4;"Twitter for Android";264;266;"Jul 19, 2020";8:49 PM;"Rio de Janeiro";
"Brazil";"Portuguese";372;"Neutral";"charges do jornal";"#UseAmarelo";5;"Twitter Web App";372;274;"Jul 19, 2020";8:22 PM;"Minas Gerais";"Belo Horizonte"
"Brazil";"Portuguese";176;"Neutral";"charges do jornal";"#UseAmarelo";4;"Twitter Web App";176;177;"Jul 19, 2020";7:23 PM;"Pará";"Belém"
"Unknown";"Portuguese";1;"Neutral";"charges do jornal";"#UseAmarelo";1;"Twitter for Android";1;91;"Jul 19, 2020";7:20 PM;;
"Unknown";"Portuguese";4650;"Negative";;"#UseAmarelo";7;"Twitter for iPhone";4650;190;"Jul 19, 2020";7:12 PM;;
"Brazil";"Portuguese";57;"Neutral";"idioma original tiopês arcaico";"#UseAmarelo";3;"Twitter Web App";57;321;"Jul 19, 2020";6:59 PM;"Bahia";"Salvador"
"Brazil";"Portuguese";25;"Neutral";"charges do jornal";"#UseAmarelo";3;"Twitter for Android";25;103;"Jul 19, 2020";6:48 PM;"Paraíba";"Santa Rita"
"Brazil";"Portuguese";45;"Neutral";"charges do jornal";"#UseAmarelo";3;"Twitter for Android";45;2107;"Jul 19, 2020";6:35 PM;"Pará";"Belém"
"Unknown";"Portuguese";371;"Negative";"único estado";"#useamarelo";5;"Twitter for Android";371;386;"Jul 19, 2020";5:43 PM;;
"Unknown";"Portuguese";370;"Neutral";;"#UseAmarelo";5;"Twitter for iPhone";370;530;"Jul 19, 2020";5:18 PM;;
"Brazil";"Portuguese";2278;"Neutral";;"#useamarelo";7;"Alpha-sun";2278;8;"Jul 19, 2020";4:42 PM;;
"Brazil";"Portuguese";373;"Neutral";;"#useamarelo";5;"Twitter Web App";373;2024;"Jul 19, 2020";4:42 PM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";5610;"Neutral";;"#USEAMARELO";7;"Twitter Web App";5610;6279;"Jul 19, 2020";4:42 PM;;
"Brazil";"Portuguese";44;"Neutral";;"#UseAmarelo";3;"Twitter Web App";44;465;"Jul 19, 2020";4:42 PM;"Rio Grande do Norte";
"Unknown";"Portuguese";5610;"Neutral";;"#USEAMARELO";7;"Twitter Web App";5610;6279;"Jul 19, 2020";4:41 PM;;
"Unknown";"Portuguese";5;"Neutral";"charges do jornal";"#UseAmarelo";;"Twitter Web App";5;60;"Jul 19, 2020";4:35 PM;;
"Mainland China";"Portuguese";37;"Neutral";;"#UseAmarelo";2;"Twitter for Android";37;356;"Jul 19, 2020";4:02 PM;"Hainan";"Qionghai"
"Brazil";"Portuguese";124;"Positive";"sensação mto positiva";"#UseAmarelo";4;"Twitter for iPhone";124;181;"Jul 19, 2020";3:20 PM;"Rio de Janeiro";"Rio de Janeiro"
"Brazil";"Portuguese";31;"Neutral";"charges do jornal";"#UseAmarelo";3;"Twitter for Android";31;69;"Jul 19, 2020";2:44 PM;"São Paulo";"Santos"
"Unknown";"Portuguese";1079;"Negative";;"#UseAmarelo";6;"Twitter for iPhone";1079;133;"Jul 19, 2020";2:39 PM;;
"Unknown";"Portuguese";44;"Neutral";;"#UseAmarelo";3;"Twitter for Android";44;216;"Jul 19, 2020";2:37 PM;;
"Unknown";"Portuguese";0;"Positive";;"#UseAmarelo";1;"Twitter Web App";;60;"Jul 19, 2020";2:36 PM;;
"Unknown";"Portuguese";71;"Positive";"sensação mto positiva";"#UseAmarelo";3;"Twitter for Android";71;127;"Jul 19, 2020";2:27 PM;;
"Brazil";"Portuguese";11459;"Neutral";;"#UseAmarelo";8;"Twitter for Android";11459;12455;"Jul 19, 2020";2:22 PM;"Mato Grosso";
"Brazil";"Portuguese";607;"Neutral";"chamada cultura";"#UseAmarelo";5;"Twitter Web App";607;5001;"Jul 19, 2020";2:21 PM;"Paraná";"Rolândia"
"Brazil";"Portuguese";607;"Neutral";"charges do jornal";"#UseAmarelo";5;"Twitter Web App";607;5001;"Jul 19, 2020";2:20 PM;"Paraná";"Rolândia"
"Brazil";"Portuguese";221;"Negative";;"#UseAmarelo";4;"Twitter for Android";221;528;"Jul 19, 2020";2:18 PM;"Pernambuco";"Recife"
"Brazil";"Portuguese";161;"Neutral";"movimento artístico neo";"#UseAmarelo";4;"Twitter for Android";161;174;"Jul 19, 2020";2:13 PM;"São Paulo";"Campinas"
"Unknown";"Portuguese";21;"Neutral";"chamada cultura";"#UseAmarelo";2;"Twitter for Android";21;26;"Jul 19, 2020";1:45 PM;;
"Brazil";"Portuguese";972;"Neutral";;"#UseAmarelo";5;"Twitter for Android";972;1451;"Jul 19, 2020";1:32 PM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";730;"Neutral";"charges do jornal";"#UseAmarelo";5;"Twitter for Android";730;659;"Jul 19, 2020";1:32 PM;;
"Brazil";"Portuguese";2;"Neutral";"charges do jornal";"#UseAmarelo";;"Twitter for iPhone";2;35;"Jul 19, 2020";1:25 PM;"Federal District";
"Unknown";"Portuguese";287;"Neutral";"charges do jornal";"#UseAmarelo";4;"Twitter for Android";287;467;"Jul 19, 2020";1:25 PM;;
"Unknown";"Portuguese";3;"Positive";"sensação mto positiva";"#UseAmarelo";;"Twitter Web App";3;43;"Jul 19, 2020";1:21 PM;;
"Unknown";"Portuguese";266;"Negative";;"#UseAmarelo";4;"Twitter for iPhone";266;184;"Jul 19, 2020";1:20 PM;;
"Unknown";"Portuguese";155;"Positive";;"#UseAmarelo";4;"Twitter for Android";155;1260;"Jul 19, 2020";1:06 PM;;
"Brazil";"Portuguese";216;"Neutral";"charges do jornal";"#UseAmarelo";4;"Twitter for Android";216;1376;"Jul 19, 2020";1:05 PM;"Rio Grande do Sul";"Santa Maria"
"Brazil";"Portuguese";11;"Neutral";;"#UseAmarelo";;"Twitter Web App";11;23;"Jul 19, 2020";1:05 PM;"Mato Grosso";
"Brazil";"Portuguese";74;"Neutral";"charges do jornal";"#UseAmarelo";3;"Twitter for Android";74;159;"Jul 19, 2020";1:05 PM;"Paraná";"Curitiba"
"Brazil";"Portuguese";190;"Positive";;"#UseAmarelo";4;"Twitter for Android";190;184;"Jul 19, 2020";1:05 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";120;"Neutral";;"#useamarelo";4;"Twitter for Android";120;84;"Jul 19, 2020";12:56 PM;"Rio de Janeiro";"Rio de Janeiro"
"Brazil";"Portuguese";422;"Neutral";"charges do jornal";"#UseAmarelo";5;"Twitter for Android";422;617;"Jul 19, 2020";12:50 PM;"São Paulo";"Diadema"
"Unknown";"Portuguese";62;"Positive";"sensação mto positiva";"#UseAmarelo";3;"Twitter for Android";62;401;"Jul 19, 2020";12:49 PM;;
"Brazil";"Portuguese";272;"Neutral";"charges do jornal";"#UseAmarelo";4;"Twitter for Android";272;4351;"Jul 19, 2020";12:44 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";72;"Neutral";"charges do jornal";"#UseAmarelo";3;"Twitter for Android";72;58;"Jul 19, 2020";12:41 PM;"Santa Catarina";"Florianópolis"
"Unknown";"Portuguese";3850;"Negative";"obra de arte";"#UseAmarelo";7;"Twitter for Android";3850;3137;"Jul 19, 2020";12:35 PM;;
"Brazil";"Portuguese";453;"Neutral";;"#UseAmarelo";5;"Twitter for Android";453;1610;"Jul 19, 2020";12:34 PM;"Rio de Janeiro";"Rio de Janeiro"
"Brazil";"Portuguese";29;"Neutral";"charges do jornal";"#UseAmarelo";3;"Twitter for Android";29;338;"Jul 19, 2020";12:34 PM;"Rio Grande do Sul";"Novo Hamburgo"
"France";"Portuguese";196;"Negative";"desenhos q";"#UseAmarelo";4;"Twitter Web App";196;464;"Jul 19, 2020";12:30 PM;"Auvergne-Rhône-Alpes";"Aime"
"Unknown";"Portuguese";376;"Negative";;"#UseAmarelo";5;"Twitter Web App";376;268;"Jul 19, 2020";12:29 PM;;
"Unknown";"Portuguese";42;"Neutral";"charges do jornal";"#UseAmarelo";3;"Twitter for Android";42;115;"Jul 19, 2020";12:25 PM;;
"Italy";"Portuguese";735;"Neutral";;"#useamarelo";5;"TweetDeck";735;2759;"Jul 19, 2020";12:24 PM;"Piedmont";"Bra"
"Unknown";"Portuguese";535;"Neutral";"charges do jornal";"#UseAmarelo";4;"Twitter for Android";535;602;"Jul 19, 2020";12:21 PM;;
"Morocco";"Norwegian";40;"Neutral";;"#UseAmarelo";2;"Twitter for Android";40;135;"Jul 19, 2020";12:21 PM;"Béni Mellal-Khénifra";"Beni Mellal"
"Unknown";"Portuguese";143;"Negative";;"#UseAmarelo";4;"Twitter for iPhone";143;392;"Jul 19, 2020";12:20 PM;;
"Brazil";"Portuguese";114;"Neutral";"charges do jornal";"#UseAmarelo";3;"Twitter for Android";114;202;"Jul 19, 2020";12:14 PM;"Goiás";"Goiânia"
"Brazil";"Portuguese";166;"Neutral";"charges do jornal";"#UseAmarelo";4;"Twitter for iPhone";166;282;"Jul 19, 2020";12:09 PM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";1643;"Negative";;"#UseAmarelo";6;"Twitter for iPhone";1643;2202;"Jul 19, 2020";12:09 PM;;
"Unknown";"Portuguese";901;"Neutral";"charges do jornal";"#UseAmarelo";6;"Twitter for Android";901;696;"Jul 19, 2020";12:09 PM;;
"Unknown";"Portuguese";27;"Neutral";"charges do jornal";"#UseAmarelo";2;"Twitter Web App";27;195;"Jul 19, 2020";12:09 PM;;
"Brazil";"Portuguese";385;"Neutral";"charges do jornal";"#UseAmarelo";5;"Twitter Web App";385;975;"Jul 19, 2020";12:08 PM;"Mato Grosso";
